soil_type,slope_angle,elevation,vegetation_index,distance_to_mining_area,distance_to_construction_area,historical_landslide_zone,rainfall_intensity_mm,rainfall_last_3_days,rainfall_last_7_days,rainfall_last_15_days,humidity,temperature,soil_moisture,seismic_activity,vibration_level,risk_level,risk_score
loam,39.15181917819563,720.1077402579978,0.9542699946247889,21.38981398708902,4.6289909292293405,0,46.60499730052159,88.25913946957698,149.6085572988137,435.5616573511558,64.41757400409483,27.561109115881646,0.16044864911700482,1.408184672368811,1.8641710101608662,Medium,0.4088583050692293
loam,32.06514438278574,499.352686284227,0.7557497174260793,15.351624217448805,7.423861302186314,1,44.41209047956548,55.65287021371402,105.21891524866467,329.1329231910234,76.12443257568776,14.058990240903459,0.1729785313089084,0.845278262557207,3.2302717045108977,High,0.43339549767563884
silt,18.953146825093206,540.3914431112412,0.49964987421081336,43.1547968168616,4.70906461522488,0,2.1963296841263955,14.000879529805758,119.32748465622849,404.2489939465689,81.11231119312184,17.18067949173412,0.7354317511103425,0.7996661057228428,1.478196669482574,Medium,0.3713292096876824
clay,78.24888954364202,1564.630519385263,0.5715761937472611,4.102117700364226,13.376691443042166,1,29.079177716292612,66.08657900265808,173.055699464489,234.86420444319413,83.82507463999775,21.822016451032642,0.6396707185320194,0.16671318395684587,0.22505806401434603,Critical,0.5676621811226411
loam,22.11597805691483,391.0044699576672,0.7895325610326466,3.4909822841687714,2.0808427814462225,0,72.77033942512813,76.98831845799073,92.53909117089813,138.15315152126055,100.0,17.855966975277823,0.3428087929483218,0.4593104284935508,0.39594427012352723,Low,0.32515140505544193
loam,16.314267701920222,898.6006890323468,0.4104997269507175,4.119767924338415,6.400906181710182,0,51.96972062382995,234.8635166293721,267.2960645627374,415.9533769327502,75.19633619448875,20.190663721385267,0.32613031659188013,0.9868171183961274,0.732251418233385,High,0.4376083448988402
sandy_loam,70.0,2366.4440809245684,0.6181548379058482,11.017911786990725,28.35370196051301,0,10.467410217535393,146.99399034681014,199.14593472912117,288.7661706447291,73.2043333514116,22.23885516636579,0.33924560432932527,0.04080585616898357,0.21655843237543615,High,0.4358524124806196
silt,76.37585917029827,858.446865557781,0.6054354549606096,8.005979287216856,10.410963666259061,1,19.647504511040424,81.42957581817294,248.42859322998572,363.465345360807,53.836811537961786,28.805071360432493,0.6930505369193148,0.7984042733308055,0.39862912425625086,High,0.49741751299650044
clay,21.60713687647632,2878.1347362969605,0.600574508127532,17.73396062859282,2.76632367538996,0,31.181115865143735,69.70924215171183,166.76034356314625,485.5058257044131,80.38034560471439,14.375698845129763,0.46537880588231173,0.8347778138223585,0.6973056400458327,Medium,0.41837453047911405
sandy_loam,30.232544073110354,1467.3957564435518,0.2904906598048647,3.9862009690226015,19.833786595788684,0,17.817721760487036,64.36569203073952,101.25849112269181,198.58080431339582,73.68285211286404,28.17873717197986,0.21344176090383038,0.16721039648160183,1.0329909604460423,Low,0.3207482128538234
sandy_loam,22.26356269575918,1498.3768270384896,0.6722797196515474,5.5102277499649155,5.895939383875767,0,15.17827456113192,109.30378297324904,124.85652330715655,223.709004684874,94.00592030235691,21.761430192477555,0.4296357714625163,0.9811037130159787,0.13401226388675463,Medium,0.37982072171691794
clay,14.709590943619542,1679.1307455382992,0.8479763256287989,17.071382406979186,4.755202626126285,0,185.0961370154264,233.92806187444162,274.10952827473994,362.75644548979534,85.64891213555939,19.06869439556257,0.25289847478301064,0.8366835398281889,0.8353212736530222,Critical,0.5466826147034226
silt,6.703781763602107,760.9429489209003,0.8122077843847867,5.1856944034448,8.004415023248548,0,45.802395908830825,61.72294752210165,106.6912722852642,279.76919258182716,80.14754316001755,19.88563708192154,0.6276265240918686,0.28020222861909166,1.7907802563476118,Medium,0.3663289574384483
clay,31.730738701977376,3001.675766236404,0.9270692675054567,7.014161989075259,14.29160863074941,0,8.799598030426537,141.5282433545908,217.73783934117898,300.0419948920789,98.02666749562015,18.07718693886262,0.4188492336665661,0.6629795830464041,1.7072979675937652,Medium,0.41398528846157717
clay,24.77797846855687,2338.0461968249256,0.6928943480251195,6.153687847698258,5.468108904054393,0,7.52052939694938,79.10845084003677,123.56333933095358,386.322376584777,82.54680328963912,33.31196599078637,0.3233737116831943,0.3324941810669842,2.2867968089504727,Low,0.3450290956300113
laterite,45.48248140460055,769.964410458022,0.5603305432882616,19.869888698321677,0.9445816853780076,0,47.32297528073832,115.1249436230495,308.2270060045196,330.4288308185033,77.14566254791129,13.647652085767,0.290846725331282,0.8928573249365356,0.05720523416111395,High,0.45027947663424817
laterite,57.89522725265167,1156.766957268161,0.6733825166682403,10.036238974811107,1.2763405040431164,0,44.31756581293788,48.3903402509422,59.1864485715425,129.71493747409986,67.5552167321377,27.41159314563963,0.7692839805137592,1.2898612101394138,0.28239006314124043,High,0.47841522313164825
rocky,45.52369494827874,671.4552607128256,0.825891414355425,10.241796701744011,6.028858322838637,1,28.46095632384661,87.58042880988293,165.83920121868874,232.45758188894303,73.70523332773767,32.61352370699764,0.6519510261928313,0.2086039715947269,0.16955502452995247,High,0.42988597497368497
loam,48.4433637069205,190.67880548976638,0.7595125865256529,16.90373600394118,10.904281261336674,1,42.35258533245607,99.32379850062453,178.94188550875703,220.0923602469352,61.87365353202529,16.20444031399026,0.8014219945859333,0.2242469799560424,3.2298730170465024,Critical,0.5931864275492877
clay,8.775017397117745,470.60442092161577,0.3833792608553472,15.677879061235773,5.241627783512319,0,47.2469198511592,85.22748252826491,125.38598935497993,152.20653608571834,71.90256516362751,21.672117254764004,0.2189132710550093,0.2200596229026133,1.7351761486808313,Low,0.303829284931839
silt,72.68068449013279,321.96012113271735,0.8986236896158915,9.015898459906982,3.7107376717243397,0,7.77560190079876,134.678589514202,201.64286868562846,233.82724968378088,92.5640549371175,20.828653288407242,0.797887202423126,0.7191048207182025,0.11549904265329972,Critical,0.5397461230956512
loam,38.159376027643276,718.1872628498372,0.5330476764269411,1.5955515158901203,9.299203595451093,0,33.514222489921195,74.53359527048724,184.75197488204975,399.6569741340345,63.80545033157317,24.252561284884393,0.5266544610606511,1.3581780194747117,2.8806977365374125,High,0.4691831741699565
clay,23.355370912596587,454.5878704861849,0.5897301604679566,5.114300408795634,4.542144262026232,1,17.78448933977849,55.68962912245783,189.2796601176543,235.33353051174038,82.82102168725444,37.94147892040324,0.41772127765957556,0.8241192117618965,1.796879370827999,Medium,0.4099627355782336
sandy_loam,45.07233251318738,443.3502720840229,0.37092505169781176,0.5,1.3471135774848395,0,19.26996439129757,41.77768457163193,109.44905507664271,161.11811548873678,59.89583372811144,8.635371119430083,0.8810755606499405,0.1460824574912359,0.7516546987472544,High,0.4626134172725287
clay,41.027300108440514,606.3297487387182,0.5451880374615473,7.621703605137834,1.5185019857429902,0,15.987198617350359,20.59872975483111,151.946455240707,230.8059985495599,73.61863999116196,32.42303190028854,0.6165705485011264,0.11467780630725811,0.26280875466977266,High,0.4423701480207236
laterite,26.32815507261232,1009.454485815331,0.4546305274456409,8.453593805847559,31.35933290980201,0,16.20618134214708,46.46246248416357,84.21335375800695,136.11935142883993,61.628544261564095,13.71384382767516,0.417110198291256,0.2256032764442877,0.43067935266147306,Low,0.29474997693223803
loam,8.477368743006238,956.5638098283462,0.49388789903478714,36.11649091909572,2.8620340475270045,0,59.02268291073169,66.69808124378056,105.98105843167409,303.1579778822671,68.38034899864351,22.85491394060702,0.9148964743624146,1.2022395578222125,0.35424521843694956,Low,0.3055711287949369
silt,20.975971110846864,918.3387348424984,0.5884075135957755,7.3899776098676915,4.210854599693336,0,8.33709135584831,116.65675612269479,191.99609381762613,220.65155572722097,100.0,7.080213262093963,0.36620395352089213,0.4341276574072804,0.03980972423988029,Low,0.3140090865208712
loam,42.36572019518188,487.01401591880557,0.3654637824960267,2.6342447551939587,5.859687962251712,0,27.561988593531893,95.17617051584658,230.35217235181182,276.9789659876759,69.86799756326623,26.842403165943345,0.6158107702105271,0.1041793010442051,0.3520994945690179,High,0.4723612086353433
sandy_loam,29.31102082360323,263.62880482923765,0.7333233134647144,5.7991202110592415,21.73374424888671,1,8.310895787073251,73.6155310109619,160.0823330406401,287.380484398768,72.12941968262648,15.514547249163108,0.5500363056359205,0.5566739022602045,0.03511881700904839,Medium,0.3717840609999247
sandy_loam,18.549858332416015,898.9982919942356,0.46708443688001744,5.139010631783512,4.028735314510376,1,17.646769804077117,109.97807308845861,132.10863491844427,265.14808366562045,95.40580554358124,29.908059672730985,0.8759327979753919,0.4203358264123518,0.622654800001086,Medium,0.3997627531583336
clay,25.310993351104234,483.11466656780755,0.7138358451581066,25.037822513026622,18.851231300389163,1,20.677877593035046,72.54254509892729,178.42326539750633,253.05500837917583,92.23087753507146,25.023489093649374,0.4987111029595104,0.16228960243324125,0.8331845180920703,Medium,0.4137301651457718
laterite,26.283412437930444,1577.793384194125,0.594971934661939,19.101368583621287,0.7586168625919988,1,22.930717300223428,80.37429948656698,131.08016731134177,277.254895657613,78.77148007103273,17.89389586463146,0.881723300501866,0.06771574615610175,0.7548171481598938,High,0.42761004623287485
silt,14.378787151715159,319.2954118397677,0.3199080728042897,0.8764489554088521,32.51907669301487,0,186.28891832491271,293.59181162360244,313.4400130728606,634.4418149534811,86.6044072374801,10.800262111438894,0.6566051694460342,0.2785905316856227,2.2677621677609454,Critical,0.599409485708106
laterite,18.18241118342696,673.0928395441073,0.9208619480815003,4.036427297798194,3.2043701475904522,0,8.145021236291326,45.98814414838466,122.23477870772551,270.60695965797476,81.25026240579936,30.791056648166723,0.41924502036921246,0.5608569065684543,0.15341016274351435,Low,0.26769283975753627
rocky,70.0,961.1498404575062,0.24043945601823094,6.831305658165404,2.102332017024976,0,9.900087313481668,52.80714264285423,71.12674447717117,120.59783427429923,79.43882760971148,31.30669901275344,0.7065465183750641,0.7455395715046008,0.7689519148753057,Medium,0.3740038293774635
sandy_loam,3.313529951208031,979.6614690850233,0.6377761655147399,0.5,6.6802003142889035,0,3.6961479941429953,115.39577645419064,281.0946341678321,351.3795848301589,76.49048484094418,21.1934656893801,0.33553980656723503,0.18756410058751205,1.2947335131969673,Low,0.20996574451034297
laterite,25.13730147208966,1282.9888965445364,0.4525660965715424,5.835902275322346,1.9792648167015978,0,85.07274265376697,195.27914520197749,308.44480416548413,455.2949821263092,74.00136929067136,23.621079566277274,0.32793761127030713,0.5313416544343049,2.059995783691801,High,0.46908796519015084
clay,56.85792702411946,2426.84528812715,0.7842181870886243,26.829653567118534,3.5376067413072105,0,12.787164769038158,115.2660877825374,147.97540465377506,282.7878115475149,65.6120731631068,13.836733467993389,0.7984188311602844,0.518243982340657,1.601658830950414,Critical,0.5124028587458758
clay,24.887458805614543,653.2744913961199,0.8918814376651734,12.807375373974908,0.5828740041548903,0,14.38396164826395,23.67265532089923,86.26732768028272,194.7841233594574,83.83294554214716,27.968535325128368,0.23628095419663966,0.02070590456778169,2.3857997104528366,Low,0.3157672928752676
clay,63.80933266410626,1019.2267214844542,0.4963440746099438,50.077439018716376,7.280283255776202,0,226.28158939545548,246.8908571293714,308.31625770371454,342.122251805341,85.98267612770238,26.33023577874686,0.7591055937318432,0.5946467313714278,0.9694940929052968,Critical,0.7314126359314183
loam,20.028085701322226,1071.4145930849804,0.40776664783028704,10.58813395501142,4.032824241978968,1,15.218015937535165,45.63598232604176,97.15381040108753,233.62290060227022,95.61656203626848,35.2348192391744,0.7707014936835244,0.3785921777522221,1.4323315587305654,Medium,0.37002261566028144
loam,64.403026665752,1544.1709261238523,0.7890082178812844,15.040139841809365,1.512842651484082,1,22.40001899921786,58.90995538125671,191.80635171521538,243.62615558882334,71.7804132361865,22.66537312880731,0.4780270900476446,1.6932982846896296,3.606825218399932,High,0.4991910845430444
loam,35.70946861767534,508.4939110984799,0.8127847636046829,44.24469942625399,19.32172333561716,0,9.94473575742756,38.21807570703425,99.77650972741775,189.43673931939097,68.47323892320934,21.680067664442692,0.3219502750431302,0.6928953012530518,0.33694811650664086,Low,0.32846823335227504
rocky,34.47861150069305,955.3316792103599,0.5044343412713614,13.080027913332401,5.673985147510029,1,26.60858749487591,102.18624629750197,283.2817943157202,402.08592232928845,64.31423819042563,22.070274627290026,0.17667689235765957,0.33175574260256113,3.6811571303481747,High,0.42383656527343866
loam,23.279760628753444,731.6125146389647,0.4519768915865989,2.3696445530710064,12.062162278535013,1,59.39552011483729,89.6097285880487,246.40326269587467,361.2024593149795,72.35373439956466,20.36278089518211,0.7094748574148473,0.16284520705484393,0.18066976215493294,High,0.48356615595087543
loam,28.39389607525839,2194.025749535137,0.6534878667037035,38.26290805860182,3.2949762456488596,0,9.076974137114945,54.11550818971578,152.51110388794757,274.65234298818245,58.20249499866803,25.08192778357079,0.5984916657160323,0.46386691292181126,1.761645372120013,Low,0.2919363063732506
sandy_loam,12.895040928442702,537.3817836160334,0.6055366628098037,3.2247076314098604,3.1474290393160267,0,378.0209285812797,418.11918540486545,421.77638615728466,512.2102369051954,70.50493661414431,26.764598018920307,0.8830823473700519,0.16974325468200055,10.0,Critical,0.6136236243082642
clay,74.86514628272363,2655.4594857619004,0.775543765743291,1.8704132575274222,8.146723382955933,1,208.6222577126209,232.1658220878229,343.7204494608654,433.9244471297556,77.03103607403432,27.301373776751426,0.5672321617243827,0.06969837313393372,2.901319809562007,Critical,0.7507644091773488
rocky,37.057213602676846,628.9277544977451,0.48208094810511987,42.12823923354006,10.237043519584127,0,3.35225560450359,29.41594068742075,162.14436453231409,209.39937884532972,71.16287284659914,25.472390431899736,0.11866765275509182,0.6366746166734685,2.5587369960928283,Low,0.28013067405731085
clay,25.01975405237169,456.4043037169059,0.745992577231474,5.156174938152793,8.181848305001802,0,21.124427316562986,67.0178094586445,197.50178809103912,212.43985331248948,82.20176907880065,31.938370776217088,0.6889882013590601,0.7115340249857139,0.5141341262896936,High,0.43450576634434634
laterite,27.225096176352604,2255.1521109998207,0.755849688605849,14.142018298252866,12.354634665492759,1,69.37465177561099,86.52132595937321,121.3820934884179,188.53870779896494,65.4351199017947,18.270862577356837,0.6937935874188931,0.23796129459373858,0.4448079822362834,High,0.44051920850428045
silt,32.80770194849066,2049.796791942112,0.35112375620763003,16.698768171895054,6.485859634216226,0,38.29910133938427,58.60411302991541,100.47426778314221,270.3245031145116,78.58382771585956,29.25077323019151,0.7963383859534594,1.2285949200193635,0.011730851828095766,High,0.47917283467022853
clay,12.817382730043734,3500.0,0.5386599949803156,4.629463262440943,3.9264918869857848,1,44.46714208163848,86.87135505993439,181.9779556856435,342.4202485342903,87.90202338737511,19.89198838291271,0.26113913881799267,0.4775293180191692,1.0334173650183702,Low,0.34483324528078235
clay,20.690256593596196,345.4025586840469,0.2568600082656422,43.44060851338764,1.8066106437444844,0,294.2687197141354,330.2555819257372,441.01693044413344,474.78908933146545,87.80187921255664,27.081970268809357,0.1845068267597939,0.334311648821032,0.07235318041101454,Critical,0.5717352139278695
rocky,13.09621665829899,661.2551571627871,0.4680375509781063,35.18424650846283,0.5281408360739308,1,8.044798656731846,32.670006055002304,62.498532666853684,70.73916415176416,78.96952931179625,15.937286267343826,0.40533262567316614,0.4268083621050085,0.43338394802080993,Low,0.2534970784250276
silt,36.924520157307434,1796.7759336468528,0.6418983021476641,5.114990372007749,3.3008912626806426,0,25.95051396280781,39.349226628136414,99.95800227370255,323.9705900678362,73.99181115882067,33.538611700038736,0.818830188148476,0.5616128575208189,1.343192111865387,High,0.46418955219000235
silt,10.320788748437131,1306.7983898363432,0.6009430329536629,19.327928575301843,6.846809889713395,0,45.36185965568262,79.06890181575397,161.74623440152067,234.75641026001466,61.10149070626507,23.246550640275217,0.7718107951683285,1.0104099963423205,2.815307178091922,Low,0.3554113195739536
silt,13.673183489768796,624.6006357048648,0.6984244331187435,22.431240535013558,3.1176122961988884,1,35.86521930670253,74.68135293262017,114.42897887928055,166.6535402489327,87.28817827158247,26.678992866991855,0.2530797506216403,0.22022300852248422,3.4032678918482784,Medium,0.3690717330978629
clay,39.597592917274675,1377.5931491429774,0.7461208517528758,6.046513083407796,24.29798506792748,1,5.7990806531355865,82.38314446234966,206.71495236809517,244.0941219163878,84.75106274484114,19.6416510824964,0.7248256427606926,0.6618804768338431,0.9383591253170247,High,0.4525411026305956
loam,28.459719039770434,1032.173969419284,0.8360104993986486,12.448964740823548,22.20047526994701,0,15.80054345597192,93.25234731751983,124.09311129287985,217.68436547927135,70.0664412453314,17.078612572795148,0.5296658004354481,0.6614361413893112,0.37879265970199605,Medium,0.37161714543673885
clay,60.42338418172435,941.9238814796485,0.7561784325909503,28.71119106678681,28.199809722272292,0,41.52383588565336,49.50653203381333,59.63613871854438,180.75542235596322,58.935283122921604,22.215129877292338,0.42510796028669406,0.6023542310990896,2.7762473865598145,High,0.4526715247760635
rocky,20.547350789770732,949.8439838104307,0.7053178248499206,4.823723400678617,60.0,1,47.409731600212886,60.033518412066925,75.76216631656592,157.0792806891162,77.07427939664203,12.684288988594215,0.8775931021510683,0.617107266108867,0.3713073478881468,Medium,0.4039451550853546
silt,22.688388908604093,1140.6865367245007,0.23444136245895353,15.163671485601428,12.27131165075395,0,42.14540497875165,148.6557379605342,393.1597508750956,446.9204520843795,69.40005357303708,25.955851915830074,0.5464819855378026,1.6244149993109955,0.1232596279770724,High,0.4694544012774904
loam,53.33415037916063,1260.465065653954,0.18340276466204136,9.399055168648447,5.672173305325452,0,21.006379913713292,79.76604715039537,260.69502733909155,380.2099746570126,100.0,21.49698542662076,0.4912942092422081,0.1748480363845938,2.7563225957893236,Critical,0.5062027696615718
clay,45.800011282508954,496.1825790736584,0.46151553139361456,5.024590583153194,0.5,1,37.71111335777641,53.828250337060396,210.12413226905943,248.90815405811145,75.42932924047898,28.679491501376255,0.32560194425583233,0.34336498109628416,0.2637174225706074,High,0.4793844979556776
loam,40.068709472495186,703.721247857276,0.6302816179694024,8.492413455679005,14.624136247482152,1,20.44664942086984,34.42565146915067,61.782972982014115,109.92722703222196,51.286836574691726,25.753294498170664,0.7270004591732504,0.5813015165263979,2.397283021521598,High,0.43078543799932706
loam,15.515258343652015,902.630831134182,0.5851857084759359,37.086490983679106,23.709985216239087,0,57.204352882005175,130.9213709314084,179.93758554464858,288.4883020939595,81.63296941691844,23.28409026033382,0.47893845963041265,0.034331487933493006,0.42847640923713315,Low,0.30167317209773575
silt,16.345914103313913,999.9621056264532,0.8363205525759506,17.936864387338595,18.55662672067638,1,15.319186596468619,58.00435683860696,106.53560147476911,159.27345178077164,100.0,25.97808481146344,0.7693733937923861,1.1044985642615963,0.3386312443156235,Medium,0.41642656021547275
silt,23.82746392511116,468.7736227755198,0.7392466384921798,23.38805838614639,6.367694790072813,0,14.187474950473257,29.19814952849311,47.71143398302123,162.0819716562895,90.7011533541753,21.605138220269478,0.47971046529314765,0.31274571471164386,0.18034658686980404,Low,0.27586960869303073
rocky,23.46666620806557,1543.9884331834744,0.44211226456899266,61.9784911185676,10.195210823650683,0,10.238322107107546,34.09552436172832,189.2995212314799,306.5011050801087,69.70321956201832,28.05563809642796,0.7798184536533199,0.7184971631398482,1.5091446886711533,Low,0.3060759518499327
sandy_loam,15.69873679320005,663.4016841715114,0.7132311834528217,1.3123191195251926,9.29640973748581,1,42.7835776533505,107.95419486863133,360.3313088747438,547.6133977574707,82.26422556327408,19.53635823966816,0.7491176933011717,0.4000460865522937,0.796081022963081,High,0.4414196881034047
clay,19.999620886988254,823.7044279284125,0.5889793400412123,74.00781724340324,0.5,1,55.63178493694922,101.9131419315502,152.6151117175626,195.40976146197994,95.24825574502054,14.655821284794861,0.7663884107300788,0.2757212399104026,0.014853089947831192,Critical,0.5177448972966343
silt,24.22686116360818,226.14950383024555,0.5131541594744332,4.739440275452561,29.73195544765123,0,346.4198926848713,424.00109134473394,479.7320594038193,583.1643182635122,90.08003789006385,21.845115885645992,0.7158943113485775,0.3647166892015986,4.745195918530203,Critical,0.6864446430854039
silt,44.402602340639525,572.5322544457132,0.7534486024932115,1.641475317118753,4.875434546752945,1,379.780787290257,473.9247945674044,539.5978006694016,588.0378618668335,83.38293887676464,24.21333104736457,0.7126485475022107,0.10907760625579133,1.572841262907363,Critical,0.7564876517879112
sandy_loam,51.24577096839736,1567.5297045200243,0.40775623102528297,4.409570010778265,0.6490147246488229,0,83.29418127621665,131.10492436820783,146.95462339051758,324.03037323224504,67.61081340853661,15.414354524648534,0.6481024958249072,0.5751299458044634,0.5271633950957557,Critical,0.541443715483586
silt,36.191213969988674,427.4805325178287,0.6413521889155421,17.90577544346226,2.2379155149852314,0,22.884273777190216,81.93486843731594,110.66410717292977,377.1678540533345,53.39797313601396,33.84812024268845,0.6248218721622592,0.0074533742309930776,0.030625037307827306,High,0.4566237400202168
sandy_loam,9.236976898059046,1046.414908343459,0.6676906116635845,10.514265002616535,17.1491085453756,0,5.095023000694469,31.40176299912399,116.75108832578492,310.039171614537,92.73606007958747,26.598130869041853,0.3526214682413363,0.3240322857456968,3.084112825105814,Low,0.2540717935702835
sandy_loam,47.67537324356062,1184.1534079481812,0.6374829224219952,0.7070422366127328,6.965854393608529,1,112.99173039962955,134.1558645038789,143.6959132595668,278.1703027892377,63.649734439326174,16.16477029793478,0.5377951023303733,0.2419939625779816,2.798608915846361,Critical,0.5735267765075119
loam,36.2906209158553,155.11986000119333,0.3559953018626023,1.2900477667533132,18.462501195048592,0,13.544009626518854,64.37299922059509,185.528227720868,281.499575682118,88.8590039552453,22.204183519888346,0.819493478302948,0.025830364358596525,0.4537577415717212,High,0.44607541158479264
clay,40.919961566635244,339.4176245019652,0.8279029839887984,6.5486115083481184,8.10210756317426,1,16.561796676397677,31.06733608267458,81.97591774671366,233.21341712287767,76.11655508561775,16.989126741812065,0.4864406978577491,0.2771413728105941,1.0936271240228534,High,0.46512166690364376
clay,74.05907289669477,705.8373962401595,0.5686619461865117,9.595108707734239,1.4250143206336618,0,49.85291429231364,104.13400315003207,272.7846335502587,469.8310920317823,89.69105948506521,21.542715660826435,0.5369322272906732,0.3295910241289422,0.7622031395102056,Critical,0.5626678422306064
clay,54.452860520450194,2735.744137382611,0.42325795101213415,15.930535879671016,31.68807902432151,0,201.23574104849143,358.3778164212358,469.03723777892986,579.3317236624106,59.972190104848394,23.632742692758065,0.3972779098180329,0.07970532225016234,0.27876313967105554,Critical,0.6914508922739497
silt,22.20423756409741,1250.0086041803024,0.18433754858985021,0.5,0.5,1,6.5518649214797815,73.0144182461498,133.65145257439102,220.943100934904,75.09237412807417,34.60314456387129,0.17605766231761752,0.2252527326855818,0.8783307277716567,Medium,0.3965016901550064
loam,15.567705823303992,465.22866449198233,0.37701878887843443,1.79986377049742,21.041349539727157,1,380.9662207775999,464.4314397257262,548.0761446424062,715.7403038624141,98.59324283500084,8.630795841067581,0.4606546572500431,0.4370460328089069,2.1192661100194687,Critical,0.6723458764105764
